src/main/java/Dataset/TF/F/Encryption_is_a_good_thing.txt	0	0	0.1	0.13	0.09	0.2	0.09	0.53	0.34	0.42	0.19	0.31	0.22	0.35	0.27	0.32	0.05	0.08	0.33	0.11	0.17	0.48	0.36	0.04	0.11	0.15	0.15	0.12	0.17	0.03	0.37	0.18	0.58	0.58	0.56	0.15	0.11	0.03	0.04	0.14	1	0.16	0.12	0.35	0.4	0.23	0.34	0.08	0.15	0.25	0.19	0.41	0.2	0.46	0.09	0.04	1	0.08	0.23	0.18	0.37	1	0.06	0.37	0.13	1	0.23	0.77	0.01	0.22	0.1	0.35	0.06	0.2	0.16	0.12	1	0.12	0.62	0.19	0.05	1	0.23	0.31	0.65	0.06	0.17	0.23	1	0.24	0.13	0.19	0.21	0.23	0.36	0.23	0.14	0.5	0.09	0.05	0.17	1	0.32	0.03	0.16	0.07	0.69	0.09	0.08	0.29	0.17	0.16	0.21	0.16	0.32	1	0.79	0.02	0.37	0.17	0.62	0.29	0.22	0.28	0.25	0.21	0.1	0.11	0.11	0.2	0.06	0.39	0.13	0.07	0.35	0.49	0.27	0.1	0.81	0.49	0.21	0.67	0.52	0.07	0	0.38
src/main/java/Dataset/TF/F/Leave_a_bad_review__This_IoT_garage_door_opener_maker_may_brick_your_device.txt	0	0.07	0	0.09	0.1	0.08	0.1	0.3	0.17	0.91	0.24	0.51	0.31	0.45	0.3	0.11	0.18	0.05	0.1	0.39	0.18	0.25	0.13	0.06	0.18	1	0.09	0.13	0.18	0	0.22	0.49	0.29	0.29	0.31	0.05	0.21	0.13	0.13	0.08	0.17	1	0.18	0.11	0.41	0.37	0.44	0.31	0.32	0.08	0.14	0.17	0.09	0.07	0.12	0.13	0.2	0.08	0.55	0.11	0.89	0.15	0.09	0.38	0.16	0.13	0.2	0.25	0.1	0.13	0.1	0.26	0.07	0.09	0.02	0.15	0.05	0.14	0.39	0.27	0.12	0.1	0.61	0.06	0.25	0.07	0.15	0.16	1	0.1	0.11	0.16	0.3	0.4	1	0.32	0.1	1	0.05	0.08	0.06	0.06	0.18	0.03	0.04	0.06	0.28	0.16	0.06	0.41	0.18	0.4	0.14	0.07	0.14	0.17	0.27	0.24	0.1	0.17	0.55	0.12	0.15	0.18	0.22	0.14	0.06	0.14	0.12	0.14	0.31	0.06	0.16	0.17	0.19	0.22	0.11	0.04	0.18	0.17	0.15	0.3	0.35	0.09	0.06	0.27
src/main/java/Dataset/TF/F/Why_it's_a_good_idea_to_clear_your_browser_history_and_cookies.txt	0	0.1	0.09	0	0.04	0.04	0.06	0.18	0.14	0.25	0.17	0.26	0.26	0.27	0.16	0.07	0.04	0.07	0.07	0.14	0.14	0.17	0.09	0.03	0.03	0.04	0.11	0.08	0.06	0.09	0.25	0.13	0.2	0.2	0.14	0.04	0.13	0.09	0.03	0.08	0.15	0.08	0.23	0.07	0.14	0.12	0.12	0.12	0.15	0.12	0.14	0.1	0.11	0.2	0.08	0.08	0.22	0.06	0.07	0.09	0.14	0.11	0.1	0.23	0.06	0.3	0.07	0.1	0.08	0.05	0.12	0.16	0.07	0.07	0.09	0.06	0.05	0.03	0.16	0.09	0.04	0.16	0.16	0.15	0.11	0.04	0.05	0.05	0.12	0.04	0.07	0.11	0.09	0.13	0.16	0.25	0.05	0.06	0.02	0.05	0.03	0.23	0.17	0.07	0.02	0.03	0.1	0.1	0.04	0.13	0.06	0.1	0.1	0.02	0.07	0.15	0.13	0.12	0.04	0.11	0.39	0.07	0.09	0.14	0.09	0.13	0.03	0.09	0.1	0.13	0.12	0.09	0.04	0.07	0.1	0.12	0.18	0.07	0.1	0.06	0.06	0.23	0.17	0.03	0.1	0.08
src/main/java/Dataset/TF/F_(2)/4_Things_that_Make_Cloud_Compliance_Harder_Than_You_Think.txt	0	0.16	0.24	0.08	0	0.02	0.09	0.12	0.17	0.29	0.21	0.19	0.15	0.13	0.2	0.04	0.02	0.05	0.12	0.06	0.2	0.2	0.09	0.03	0.03	0.03	0.12	0.08	0.1	0.05	0.16	0.07	0.32	0.32	0.17	0.18	0.15	0.48	0.06	0.23	0.18	0.15	0.19	0.15	0.11	0.14	0.14	0.06	0.22	0.15	0.13	0.11	0.16	0.15	0.2	0.1	0.15	0.03	0.07	0.12	0.1	0.11	0.1	0.61	0.07	1	0.06	0.13	0.14	0.14	0.11	0.14	0.12	0.05	0.1	0.11	0.12	0.3	0.15	0.13	0.07	0.11	0.45	0.17	0.07	0.04	0.12	0.06	0.1	0.26	0.05	0.11	0.06	0.07	0.71	0.06	0.1	0.06	0.05	0.05	0.21	0.29	0.33	0.32	0.09	0.16	0.1	1	0.2	0.21	0.1	0.2	0.13	0.04	0.16	0.18	0.22	0.22	0.11	0.19	0.36	0.04	0.1	0.12	0.19	0.22	0.03	0.11	0.11	0.16	0.07	0.06	0.13	0.06	0.09	0.22	0.31	0.08	0.18	0.27	0.09	0.22	0.27	0.05	0.26	0.1
src/main/java/Dataset/TF/F_(2)/Access_Management_and_the_Automation_of_Things.txt	0	0.44	0.23	0.12	0.02	0	0.11	0.18	0.23	0.13	0.14	0.29	0.06	0.16	0.13	0.04	0	0.24	0.13	0.1	0.15	0.21	0.07	0.03	0.13	0.21	0.1	0.18	0.11	0.09	0.12	0.05	0.16	0.16	0.24	0.12	0.1	0.17	0.05	0.2	0.14	0.03	0.12	0.13	0.16	0.67	0.17	0.11	0.1	0.09	0.05	0.1	0.08	0.15	0.06	0.06	0.15	0.09	0.04	0.13	0.14	0.35	0.22	0.84	0.06	1	0.12	0.13	0.04	0.11	0.06	0.18	0.11	0.06	0.06	0.1	0.12	0.05	0.09	0.07	0.07	0.14	0.2	0.09	0.12	0.04	0.17	0.04	0	0.09	0.09	0.12	0.1	0.06	0.06	0.22	0.09	0.01	0.06	0.04	0.14	0.28	0.27	1	0.04	0.13	0.06	0.21	0.17	0.23	0.11	0.16	0.11	0.05	0.1	0.14	0.16	0.47	0.11	0.11	0.21	0.03	0.17	0.13	0.18	0.12	0.04	0.05	0.12	0.07	0.05	0.09	0.07	0.09	0.08	0.18	0.15	0.18	0.21	0.18	0.06	0.18	0.28	0.03	0.3	0.11
src/main/java/Dataset/TF/F_(2)/Are_Job_Seekers_at_Risk_of_a_Cyber_Breach_.txt	0	0.15	0.21	0.12	0.08	0.08	0	0.25	0.23	0.35	0.21	0.29	0.59	0.47	0.21	0.13	0.08	0.14	0.05	1	0.16	0.19	0.24	0.06	0.08	0.05	0.1	0.02	0.17	0.05	1	0.12	0.48	0.48	0.17	0.07	0.36	0.1	0.09	0.25	0.09	1	0.15	0.09	0.2	1	0.22	0.64	0.14	0.11	0.04	0.18	0.38	0.36	0.25	0.1	0.16	0.6	0.24	0.14	0.2	0.04	0.12	0.23	1	0.05	0.13	0.11	0.13	0.21	0.28	0.51	0.1	0.09	0.06	0.13	0.53	0.26	0.44	0.16	0.09	0.24	0.26	0.52	1	0.08	0.28	0.13	0.1	0.21	0.07	0.08	0.17	0.14	0.12	0.31	0.2	0.2	0.07	0.17	0.08	0.04	0.49	0.28	0.05	0.1	0.07	0.08	0.11	0.14	0.17	0.1	0.15	0.07	0.06	0.09	0.22	0.06	0.06	0.13	0.29	0.18	0.29	0.59	0.25	0.26	0.23	0.03	0.05	0.13	0.12	0.21	0.15	0.13	0.65	0.13	0.12	0.03	0.12	0.16	0.05	0.13	0.36	0.06	0.09	0.08
src/main/java/Dataset/TF/F_(2)/Ask_a_Security_Professional-_WordPress_Database_Security_Part_One_Anatomy_of_WordPress.txt	0	0.29	0.22	0.13	0.04	0.04	0.08	0	0.12	0.11	0.11	0.14	0.18	0.13	0.08	0.05	0.03	0.03	0.05	0.03	0.14	0.17	0.06	0.04	0.14	0.17	0.17	0.09	0.07	0.04	0.14	0.08	0.14	0.14	0.25	0.17	0.14	0.14	0.07	0.15	0.15	0.21	0.11	0.07	0.11	0.1	0.12	0.1	0.26	0.07	0.11	0.07	0.14	0.09	0.07	0.16	0.16	0.08	0.14	0.15	0.11	0.2	0.07	0.24	0.06	0.09	0.06	0.1	0.06	0.09	0.12	0.11	0.1	0.05	0.09	0.07	0.05	0.08	0.09	0.1	0.06	0.15	0.29	0.13	0.12	0.03	0.06	0.06	0.27	0.19	0.05	0.28	0.14	0.11	0.2	0.1	0.12	0.15	0.03	0.03	0.1	0.09	0.33	0.24	0.05	0.12	0.1	0.07	0.09	0.15	0.07	0.12	0.07	0.05	0.09	0.15	0.16	0.07	0.08	0.12	0.31	0.03	0.06	0.13	0.17	0.09	0.08	0.1	0.09	0.09	0.06	0.06	0.1	0.06	0.12	0.12	0.15	0.09	0.33	0.14	0.04	0.23	0.16	0.03	0.31	0.11
src/main/java/Dataset/TF/F_(2)/Ask_a_Security_Professional-_WordPress_Database_Security_Part_Two_”_Best_Practices.txt	0	0.19	0.12	0.1	0.05	0.06	0.07	0.12	0	0.27	0.17	0.26	0.26	0.08	0.12	0.11	0.03	0.07	0.07	0.1	0.12	0.3	0.11	0.03	0.08	0.04	0.03	0.05	0.09	0.05	0.14	0.12	0.21	0.21	0.24	0.17	0.13	0.14	0.11	0.13	0.08	0.05	0.13	0.1	0.11	0.12	0.08	0.14	0.13	0.07	0.1	0.12	0.08	0.12	0.09	0.1	0.22	0.07	0.09	0.32	0.17	0.19	0.09	0.24	0.1	0.06	0.13	0.05	0.05	0.08	0.07	0.2	0.1	0.05	0.09	0.06	0.1	0.08	0.31	0.15	0.07	0.07	0.14	0.21	0.16	0.04	0.04	0.07	0.1	0.08	0.06	0.2	0.1	0.1	0.12	0.08	0.11	0.09	0.04	0.11	0.14	0.18	0.16	0.12	0.04	0.09	0.08	0.02	0.1	0.41	0.09	0.06	0.17	0.06	0.06	0.08	0.19	0.09	0.05	0.15	0.32	0.05	0.08	0.19	0.11	0.13	0.05	0.09	0.12	0.07	0.03	0.08	0.15	0.08	0.11	0.1	0.15	0.08	0.66	0.08	0.05	0.17	0.27	0.04	0.56	0.11
src/main/java/Dataset/TF/F_(2)/Bracing_for_the_Future_of_Information_Security_Threats.txt	0	0.31	0.9	0.25	0.13	0.04	0.16	0.15	0.38	0	0.13	0.11	0.13	0.17	0.09	0.08	0.07	0.09	0.1	0.07	0.1	0.25	0.07	0.04	0.34	0.13	0.36	0.26	0.07	0.07	0.09	0.07	0.13	0.13	0.29	0.35	0.28	0.16	0.32	0.16	0.13	0.17	0.09	0.13	0.13	0.19	0.14	0.15	0.13	0.04	0.08	0.14	0.13	0.25	0.09	0.09	0.07	0.05	0.13	0.15	0.17	0.23	0.11	0.3	0.08	0.3	0.11	0.19	0.04	0.13	0.09	0.09	0.18	0.07	0.1	0.07	0.14	0.09	0.09	0.14	0.07	0.13	0.25	0.08	0.12	0.07	0.17	0.05	0.21	0.11	0.08	0.08	0.15	0.1	0.16	0.12	0.11	0.16	0.04	0.04	0.18	0.22	0.47	0.17	0.06	0.11	0.12	0.13	0.12	0.24	0.07	0.15	0.13	0.08	0.12	0.13	0.15	0.14	0.1	0.13	0.36	0.04	0.09	0.12	0.19	0.12	0.05	0.07	0.23	0.14	0.12	0.1	0.05	0.07	0.26	0.33	0.19	0.12	0.14	0.22	0.07	0.1	0.25	0.02	0.66	0.13
src/main/java/Dataset/TF/F_(2)/Cybersecurity_Industry_Must_Adopt_Cyberdefense_Tech_that_Utilizes_Analytics-_Artificial_Intelligence.txt	0	0.1	0.17	0.12	0.07	0.03	0.07	0.11	0.18	0.1	0	0.23	0.16	0.18	0.24	0.15	0.04	0.07	0.07	0.04	0.08	0.27	0.03	0.03	0.09	0.09	0.15	0.07	0.13	0.05	0.08	0.11	0.18	0.18	0.29	0.34	0.17	0.16	0.05	0.62	0.27	0.07	0.11	0.11	0.11	0.17	0.13	0.13	0.19	0.07	0.08	0.12	0.13	0.22	0.07	0.07	0.26	0.07	0.11	0.15	0.24	0.23	0.06	0.42	0.08	0.06	0.06	0.24	0.06	0.13	0.1	0.17	0.09	0.06	0.08	0.09	0.12	0.07	0.21	0.09	0.05	0.08	0.18	0.13	0.11	0.04	0.12	0.11	0.28	0.27	0.09	0.17	0.13	0.12	0.23	0.12	0.11	0.15	0.03	0.01	0.12	0.15	0.5	0.24	0.06	0.14	0.19	0.15	0.16	0.59	0.13	0.2	0.08	0.09	0.13	0.27	0.15	0.18	0.11	0.14	0.3	0.04	0.09	0.16	0.12	0.1	0.08	0.06	0.19	0.31	0.05	0.06	0.08	0.08	0.12	0.11	0.1	0.23	0.21	0.17	0.06	0.18	0.18	0.07	0.11	0.1
